#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
173.5840000	 -6.3898611	1602	2M	11 34 20.16	-06 23 23.5	MCG-01-30-002   	 44.6	10.67	136	 5013	 5	1	IRAS                              	NED
173.5972083	 -2.5292500	1603	2M	11 34 23.33	-02 31 45.3	CGCG012-025     	 19.2	11.53	 79	11592	 3	 	Bar,ring                          	NED
174.0640000	-70.8074722	1604	2M	11 36 15.36	-70 48 26.9	ESO063-016      	 15.5	11.73	 90	 7704	 3	 	IRAS                              	NED
174.0865000	-40.7982222	1605	2M	11 36 20.76	-40 47 53.6	ESO320-010      	 21.4	11.38	 69	 9526	 1	1	                                  	NED
174.1646667	 +6.2918611	1606	2M	11 36 39.52	+06 17 30.7	CGCG040-010     	 16.5	11.11	 70	 5682	 0	 	Pec,ring,KIG490                   	NED
174.1752083	-60.0519444	1607	2M	11 36 42.05	-60 03 07.0	2MASX           	 22.7	10.87	 80	     	 1	 	                                  	NED
174.2030417	-12.9799167	1608	2M	11 36 48.73	-12 58 47.7	MCG-02-30-010   	 28.6	11.50	 64	 5034	 5	 	                                  	NED
174.3420833	+25.7412778	1609	2M	11 37 22.10	+25 44 28.6	UGC06593        	 19.4	11.15	 69	 3286	 1	 	MRK741                            	NED
174.4975833	-17.2335833	1610	2M	11 37 59.42	-17 14 00.9	MCG-03-30-003   	 61.1	 9.98	 84	 6537	 5	 	IRAS                              	NED
174.5180000	-59.5576667	1611	2M	11 38 04.32	-59 33 27.6	2MASX           	 23.5	11.09	 70	     	 0	 	                                  	NED
174.6402917	+25.3981111	1612	2M	11 38 33.67	+25 23 53.2	PGC1735060      	 16.7	11.80	 66	 7602	 3	 	                                  	NED
174.7640417	 -0.2060833	1613	2M	11 39 03.37	-00 12 21.9	IC0716          	 33.8	10.62	 94	 5419	 5	 	KIG492,Vc                         	NED
174.7957917	+39.3336944	1614	2M	11 39 10.99	+39 20 01.3	UGC06613        	 22.7	11.27	 64	 7129	 3	 	Bar,IRAS,Vc                       	NED
174.8067083	-42.4687778	1615	2M	11 39 13.61	-42 28 07.6	ESO320-017      	 16.6	11.69	 61	 9971	 1	1	                                  	NED
174.8501250	-72.6538333	1616	2M	11 39 24.03	-72 39 13.8	PGC261421       	 15.2	11.78	102	 7286	 0	 	                                  	NED
174.8934167	-21.9984722	1617	2M	11 39 34.42	-21 59 54.5	ESO571-014      	 18.5	11.47	 66	11523	 3	1	                                  	NED
175.0367500	-58.9431389	1618	2M	11 40 08.82	-58 56 35.3	PGC2793104      	 17.9	11.80	 83	     	 2	 	                                  	NED
175.0770417	 +9.0098333	1619	2M	11 40 18.49	+09 00 35.4	IC0719          	 42.9	 9.73	 63	 1856	 0	 	ARK308,IRAS                       	NED
175.1353333	+35.6076944	1620	2M	11 40 32.48	+35 36 27.7	PGC3774965      	 15.3	11.72	 62	13763	 2	 	                                  	NED
175.2000417	-69.1287222	1621	2M	11 40 48.01	-69 07 43.4	2MFGC09153      	 19.9	11.19	106	 7491	 2	 	                                  	NED
175.2448333	-22.4772222	1622	2M	11 40 58.76	-22 28 38.0	ESO571-015      	 31.5	11.07	113	 7087	 3	 	IRAS                              	NED
175.8807500	+22.7254444	1623	2M	11 43 31.38	+22 43 31.6	NGC3832         	 43.5	10.65	 87	 6909	 5	1	Bar,ring,IRAS                     	NED
175.9135417	-40.1506389	1624	2M	11 43 39.25	-40 09 02.3	ESO320-018      	 17.6	11.75	 66	10034	 1	2	Ring                              	NED
176.1622083	+67.9558611	1625	2M	11 44 38.93	+67 57 21.1	UGC06714        	 20.7	10.52	 70	 2718	 0	 	KIG498,IRAS                       	NED
176.1648333	-59.0340000	1626	2M	11 44 39.56	-59 02 02.4	PGC3085520      	 15.0	11.48	118	     	 0	 	                                  	NED
176.2302917	-51.9057222	1627	2M	11 44 55.27	-51 54 20.6	ESO216-038      	 38.3	10.23	 67	 4420	 4	 	Bar,ring                          	NED
176.3762500	-43.5738056	1628	2M	11 45 30.30	-43 34 25.7	ESO266-023      	 37.4	11.14	 76	10390	 3	1	Bar,ring,AM1143-431               	NED
176.4859583	+50.1998889	1629	2M	11 45 56.63	+50 11 59.6	NGC3870         	 22.2	10.97	 63	  756	 0	 	Pec,MRK186,IRAS                   	NED
176.6509583	-41.3753056	1630	2M	11 46 36.23	-41 22 31.1	ESO320-021      	 18.6	11.54	 83	 7025	 3	 	IRAS                              	NED
176.7150833	+65.3648611	1631	2M	11 46 51.62	+65 21 53.5	UGC06749        	 18.4	11.98	 71	13647	 5	1	                                  	NED
176.7834583	+16.2488056	1632	2M	11 47 08.03	+16 14 55.7	UGC06759        	 16.8	11.80	 76	20679	 3	 	                                  	NED
176.9320417	 +1.8261944	1633	2M	11 47 43.69	+01 49 34.3	UGC06769        	 18.1	11.33	110	 8539	 3	 	Bar,ring,NLAGN,KIG499             	NED
177.0007500	 +4.4881111	1634	2M	11 48 00.18	+04 29 17.2	UGC06771        	 36.1	10.20	 62	 5965	 2	 	Bar,ring,pec,KIG500               	NED
177.0041250	-10.9620000	1635	2M	11 48 00.99	-10 57 43.2	NGC3892         	 69.5	 8.51	116	 1742	 0	 	Bar,ring                          	NED
177.0140000	+30.3593056	1636	2M	11 48 03.36	+30 21 33.5	NGC3891         	 29.6	 9.89	 85	 6287	 3	1	                                  	NED
177.2704167	 -9.7299722	1637	2M	11 49 04.90	-09 43 47.9	NGC3905         	 39.2	10.16	 65	 5757	 5	1	Bar,IRAS                          	NED
177.4837917	+28.9823056	1638	2M	11 49 56.11	+28 58 56.3	UGC06799        	 24.6	11.81	 80	12810	 4	1	                                  	NED
177.6394583	+77.8328056	1639	2M	11 50 33.47	+77 49 58.1	UGC06798        	 27.3	10.69	 66	 7618	 2	 	IRAS                              	NED
177.8669583	+35.4345556	1640	2M	11 51 28.07	+35 26 04.4	UGC06827        	 23.1	10.45	 61	 3093	 1	1	MRK431                            	NED
177.9590833	+61.5706389	1641	2M	11 51 50.18	+61 34 14.3	MCG+10-17-092   	 15.2	11.46	 64	14448	 0	1	                                  	NED
178.1352083	-59.8402222	1642	2M	11 52 32.45	-59 50 24.8	2MASX           	 24.0	11.50	101	     	 5	 	                                  	NED
178.1368333	-59.0166111	1643	2M	11 52 32.84	-59 00 59.8	PGC3074013      	 16.8	11.54	124	     	 1	 	                                  	NED
178.1466250	 -8.7681389	1644	2M	11 52 35.19	-08 46 05.3	MCG-01-30-042   	 15.3	11.81	 61	10600	 6	 	                                  	NED
178.2636250	-36.6388333	1645	2M	11 53 03.27	-36 38 19.8	ESO379-006      	 67.1	 9.77	 87	 2985	 5	 	IRAS                              	NED
178.4240000	+46.2118333	1646	2M	11 53 41.76	+46 12 42.6	CGCG243-024     	 15.2	11.84	 71	 7385	 3	 	Bar,ring,MRK42                    	NED
178.4270000	-54.1048611	1647	2M	11 53 42.48	-54 06 17.5	ESO171-001      	 21.9	11.14	 72	 6720	 4	1	IRAS                              	NED
178.4880417	-23.1642500	1648	2M	11 53 57.13	-23 09 51.3	NGC3955         	 67.7	 8.75	130	 1491	 1	 	Pec,HII,IRAS                      	NED
178.5279167	-39.8670833	1649	2M	11 54 06.70	-39 52 01.5	ESO320-031      	100.8	 8.39	 74	 2889	 5	 	Bar,IRAS                          	NED
178.6045000	 -2.3197222	1650	2M	11 54 25.08	-02 19 11.0	UGC06879        	 29.8	11.34	 82	 2385	 7	 	Bar,ring,pec,KIG509               	NED
178.7596250	+27.2978056	1651	2M	11 55 02.31	+27 17 52.1	MCG+05-28-044   	 21.1	11.08	 82	 6597	 1	 	Bar                               	NED
178.8096250	-67.8424444	1652	2M	11 55 14.31	-67 50 32.8	PGC3079380      	 15.3	11.31	 68	     	-2	 	                                  	NED
178.8773750	+37.4076389	1653	2M	11 55 30.57	+37 24 27.5	MCG+06-26-056   	 17.3	11.36	 82	12656	 0	3	                                  	NED
178.9683333	-59.6614722	1654	2M	11 55 52.40	-59 39 41.3	PGC2801632      	 16.3	11.60	 68	     	 1	 	                                  	NED
179.0045000	 -2.7208611	1655	2M	11 56 01.08	-02 43 15.1	NGC3979         	 24.8	10.14	 68	 5962	 0	 	Bar,pec,Vc                        	NED
179.0247917	+15.1318056	1656	2M	11 56 05.95	+15 07 54.5	UGC06911        	 21.9	11.89	 79	 6350	 6	 	                                  	NED
179.2150000	 +8.7143889	1657	2M	11 56 51.60	+08 42 51.8	2MFGC9385       	 17.7	11.88	 68	10488	 3	 	IRAS,Vc                           	NED
179.2487917	-60.3207778	1658	2M	11 56 59.71	-60 19 14.8	2MASX           	 15.1	10.96	110	     	 1	1	                                  	NED
179.5162917	+21.2478611	1659	2M	11 58 03.91	+21 14 52.3	CGCG127-119     	 23.8	11.55	 61	 7433	 1	 	Bar                               	NED
179.5255417	-29.0539444	1660	2M	11 58 06.13	-29 03 14.2	MCG-05-28-017   	 15.2	10.88	 69	 8553	-2	2	                                  	NED
179.6073750	-59.4551389	1661	2M	11 58 25.77	-59 27 18.5	2MASX           	 16.0	11.80	 85	     	 0	 	                                  	NED
179.6146667	+10.0213611	1662	2M	11 58 27.52	+10 01 16.9	NGC4012         	 34.4	10.55	 87	 4182	 3	 	                                  	NED
179.6491667	+16.1773333	1663	2M	11 58 35.80	+16 10 38.4	NGC4014         	 36.2	 9.61	 94	 3763	 0	 	IRAS                              	NED
179.9594583	+39.6018611	1664	2M	11 59 50.27	+39 36 06.7	CGCG215-015     	 18.8	11.60	 86	 6170	 1	 	Pec                               	NED
179.9710000	+86.2095278	1665	2M	11 59 53.04	+86 12 34.3	MCG+14-06-004   	 22.2	11.16	 71	     	 2	 	                                  	NED
180.6523333	+41.0541667	1666	2M	12 02 36.56	+41 03 15.0	UGC07020        	 23.6	11.05	 91	 6133	 4	 	Vc                                	NED
180.7247917	-16.3735833	1667	2M	12 02 53.95	-16 22 24.9	NGC4050         	 84.2	 8.86	 97	 1762	 3	 	Bar,ring,IRAS                     	NED
180.7982083	+19.7287222	1668	2M	12 03 11.57	+19 43 43.4	NGC4053         	 29.7	10.05	 66	 7177	 2	 	                                  	NED
180.9281250	-10.3179722	1669	2M	12 03 42.75	-10 19 04.7	PGC979714       	 18.3	11.68	 77	14541	 3	2	                                  	NED
180.9833333	 +7.2965000	1670	2M	12 03 56.00	+07 17 47.4	CGCG041-035     	 23.9	11.62	 76	 6697	 5	 	                                  	NED
181.0858750	-12.8114167	1671	2M	12 04 20.61	-12 48 41.1	MCG-02-31-013   	 15.4	11.88	 69	 6736	 1	 	                                  	NED
181.3699583	+46.7796667	1672	2M	12 05 28.79	+46 46 46.8	UGC07078        	 15.4	11.98	 69	 9361	 4	 	Vc                                	NED
181.4748333	-14.5264444	1673	2M	12 05 53.96	-14 31 35.2	NGC4094         	 66.1	 9.46	 85	 1440	 6	 	Bar,IRAS                          	NED
181.4837917	+77.5050556	1674	2M	12 05 56.11	+77 30 18.2	UGC07086        	 48.2	10.38	 84	 2009	 3	 	IRAS                              	NED
181.4904167	-23.3758333	1675	2M	12 05 57.70	-23 22 33.0	PGC170186       	 16.8	11.08	 98	 7016	-2	1	                                  	NED
181.5950000	-44.4484444	1676	2M	12 06 22.80	-44 26 54.4	ESO267-016      	 22.6	10.87	 75	 3108	 2	 	Pec,IRAS                          	NED
181.6734583	+80.9199444	1677	2M	12 06 41.63	+80 55 11.8	UGC07097        	 18.7	11.75	101	     	 5	 	                                  	NED
181.7886250	+53.6715278	1678	2M	12 07 09.27	+53 40 17.5	MCG+09-20-097   	 16.3	11.58	 65	17678	 0	 	                                  	NED
182.2216250	 -9.0364444	1679	2M	12 08 53.19	-09 02 11.2	NGC4129         	 47.9	 9.70	150	 1177	 2	 	Bar,IRAS                          	NED
182.3871250	+17.0141667	1680	2M	12 09 32.91	+17 00 51.0	CGCG098-070     	 17.0	10.81	 73	 6714	-2	 	IIZw057,Vc                        	NED
182.4097083	-22.0613889	1681	2M	12 09 38.33	-22 03 41.0	2MFGC09559      	 23.6	11.62	 84	 9764	 5	1	                                  	NED
182.5091250	-11.5002222	1682	2M	12 10 02.19	-11 30 00.8	PGC965019       	 19.3	11.45	 62	     	 3	1	                                  	NED
182.6562917	+16.0329167	1683	2M	12 10 37.51	+16 01 58.5	NGC4152         	 34.2	 9.75	 66	 2167	 3	 	Bar,HII,MRK759,IRAS               	NED
182.7134167	-55.3453889	1684	2M	12 10 51.22	-55 20 43.4	PGC166227       	 18.6	11.17	 70	10409	 4	 	Pec                               	NED
182.7234167	-12.6550278	1685	2M	12 10 53.62	-12 39 18.1	IC0766          	 31.3	10.37	 99	 4298	 0	1	Bar,ring                          	NED
182.8806250	+51.8635833	1686	2M	12 11 31.35	+51 51 48.9	MCG+09-20-108   	 21.4	11.99	 61	 8852	 5	 	                                  	NED
183.0135000	 -4.8768056	1687	2M	12 12 03.24	-04 52 36.5	MCG-01-31-008   	 31.6	11.17	120	 5448	 5	 	Bar,HII,IRAS                      	NED
183.0398333	+17.7568889	1688	2M	12 12 09.56	+17 45 24.8	NGC4166         	 26.5	 9.99	 75	 7009	 0	 	Bar,Vc                            	NED
183.0770417	-50.9591667	1689	2M	12 12 18.49	-50 57 33.0	2MFGC09607      	 23.9	11.47	 86	12684	 3	 	                                  	NED
183.1531667	 -9.1585833	1690	2M	12 12 36.76	-09 09 30.9	NGC4176         	 17.8	11.94	 70	 5614	 3	1	                                  	NED
183.1719583	-14.0145278	1691	2M	12 12 41.27	-14 00 52.3	NGC4177         	 46.7	 9.80	 94	 4083	 5	1	IRAS                              	NED
183.5305833	-12.5860000	1692	2M	12 14 07.34	-12 35 09.6	NGC4188         	 20.4	11.11	 88	 4301	 5	 	Pec,IRAS                          	NED
183.6743750	-11.5828056	1693	2M	12 14 41.85	-11 34 58.1	NGC4201         	 20.0	10.53	105	 5406	 0	 	Pec,IRAS                          	NED
183.7055417	+33.0197500	1694	2M	12 14 49.33	+33 01 11.1	MCG+06-27-037   	 16.3	11.65	 62	15831	 3	 	                                  	NED
183.7829583	-30.7664444	1695	2M	12 15 07.91	-30 45 59.2	ESO441-022      	 49.0	 9.84	 77	 6481	 3	 	Bar                               	NED
183.8266250	-47.8419444	1696	2M	12 15 18.39	-47 50 31.0	PGC494913       	 17.4	11.96	 60	17479	 6	1	                                  	NED
183.9688333	 +0.4005833	1697	2M	12 15 52.52	+00 24 02.1	UGC07280        	 19.0	11.39	 68	 6327	 1	 	Bar,ring                          	NED
184.3514167	 -9.9515556	1698	2M	12 17 24.34	-09 57 05.6	NGC4240         	 32.2	 9.45	 99	 1975	-2	1	                                  	NED
184.3917500	+22.5398056	1699	2M	12 17 34.02	+22 32 23.3	UGC07321        	 61.6	11.25	104	  408	 7	 	KIG524                            	NED
184.5086250	-20.8532222	1700	2M	12 18 02.07	-20 51 11.6	ESO573-007      	 22.1	11.17	108	 9699	 3	 	                                  	NED
184.5841667	-70.3578333	1701	2M	12 18 20.20	-70 21 28.2	2MFGC9692       	 16.3	11.99	 71	12717	 3	 	                                  	NED
184.5893750	+25.2166944	1702	2M	12 18 21.45	+25 13 00.1	IC3122          	 20.8	11.28	 75	 6948	 4	 	Ring                              	NED
184.7435000	+24.1862500	1703	2M	12 18 58.44	+24 11 10.5	IC3141          	 22.0	11.04	 88	 7355	 0	 	                                  	NED
184.7456667	-20.0808611	1704	2M	12 18 58.96	-20 04 51.1	ESO573-010      	 21.8	10.84	 83	 5618	 4	 	HII,IRAS,Vc                       	NED
184.8270833	+43.2368611	1705	2M	12 19 18.50	+43 14 12.7	RFGC2254        	 21.2	11.85	 63	 7144	 5	 	                                  	NED
184.9257917	-12.2255278	1706	2M	12 19 42.19	-12 13 31.9	NGC4263         	 31.1	10.20	 65	 4176	 3	1	Bar,IRAS                          	NED
184.9297083	-53.5861111	1707	2M	12 19 43.13	-53 35 10.0	PGC166238       	 18.6	10.96	 68	 5853	 0	 	                                  	NED
185.2860000	-52.5860833	1708	2M	12 21 08.64	-52 35 09.9	ESO218-002      	 39.5	 9.27	125	 4280	-2	 	                                  	NED
185.4543333	-24.1682222	1709	2M	12 21 49.04	-24 10 05.6	ESO506-004      	 54.4	 9.25	100	 4022	 2	1	Bar,ring,LINER                    	NED
185.5215417	+78.7555278	1710	2M	12 22 05.17	+78 45 19.9	PGC2777521      	 15.5	11.83	 66	     	 0	 	                                  	NED
185.5996250	-21.1942778	1711	2M	12 22 23.91	-21 11 39.4	ESO573-016      	 24.8	11.23	 71	 6068	 3	 	Bar,ring                          	NED
185.6599167	-58.6166111	1712	2M	12 22 38.38	-58 36 59.8	ESO130-012      	 62.2	 8.39	 81	 1497	 1	 	Bar,ring,IRAS                     	NED
185.7126667	-16.2903611	1713	2M	12 22 51.04	-16 17 25.3	RFGC2266        	 45.9	11.16	103	 6533	 6	1	IRAS                              	NED
185.8398750	 -5.6835556	1714	2M	12 23 21.57	-05 41 00.8	PGC1041662      	 15.2	11.13	 79	 7833	-2	4	                                  	NED
185.9525417	-59.9448333	1715	2M	12 23 48.61	-59 56 41.4	2MFGC09755      	 27.4	10.72	 77	     	 3	 	                                  	NED
185.9748333	 -3.4428889	1716	2M	12 23 53.96	-03 26 34.4	NGC4348         	 65.6	 8.99	123	 2012	 3	 	Pec,KIG527,IRAS                   	NED
186.1401667	+77.4363889	1717	2M	12 24 33.64	+77 26 11.0	MCG+13-09-028   	 16.3	11.99	 65	     	 6	 	                                  	NED
186.1460417	 +1.8921389	1718	2M	12 24 35.05	+01 53 31.7	CGCG014-29      	 19.2	11.59	 63	 7175	 4	 	Vc                                	NED
186.1812917	-70.2692778	1719	2M	12 24 43.51	-70 16 09.4	PGC3074350      	 16.0	11.91	 63	     	 8	 	                                  	NED
186.2392917	-26.0307778	1720	2M	12 24 57.43	-26 01 50.8	IC3289          	 31.2	 9.83	 61	 3336	-2	2	                                  	NED
186.3381250	-47.4740278	1721	2M	12 25 21.15	-47 28 26.5	ESO268-004      	 50.1	 9.07	176	 5302	-2	2	                                  	NED
186.4283750	 +0.5725833	1722	2M	12 25 42.81	+00 34 21.3	NGC4385         	 42.9	 9.98	 76	 2140	 0	 	Bar,HII,MRK52,IRAS                	NED
186.4395417	+51.6683611	1723	2M	12 25 45.49	+51 40 06.1	MCG+09-20-172   	 20.5	10.61	 70	 9107	 0	 	Vc                                	NED
186.4538333	+33.5467222	1724	2M	12 25 48.92	+33 32 48.2	NGC4395         	 37.6	11.10	 70	  319	 9	 	Bar,ring,LINER,Sy1.8,IRAS         	NED
186.6120417	-20.6385556	1725	2M	12 26 26.89	-20 38 18.8	PGC838957       	 16.9	11.43	 80	13459	 1	 	                                  	NED
186.7477917	+22.6395556	1726	2M	12 26 59.47	+22 38 22.4	IC0791          	 28.8	10.64	126	 6840	 1	 	Bar,ring                          	NED
186.8003333	 -5.8308611	1727	2M	12 27 12.08	-05 49 51.1	NGC4422         	 25.4	 9.90	 63	 7615	-2	 	Pec                               	NED
186.8356667	-17.9101944	1728	2M	12 27 20.56	-17 54 36.7	ESO573-024      	 17.2	11.74	 62	 8131	 2	3	                                  	NED
186.9474583	-53.2457222	1729	2M	12 27 47.39	-53 14 44.6	PGC87365        	 31.7	10.90	 95	 5314	 6	 	                                  	NED
186.9684583	-30.0975000	1730	2M	12 27 52.43	-30 05 51.0	NGC4456         	 24.9	10.46	 93	 6158	 4	1	IRAS                              	NED
186.9950833	-13.5250000	1731	2M	12 27 58.82	-13 31 30.0	MCG-02-32-012   	 15.3	11.88	 71	 3459	 6	 	                                  	NED
187.0675417	-35.9784444	1732	2M	12 28 16.21	-35 58 42.4	MCG-06-27-031   	 19.0	10.77	 66	 8415	 3	1	Bar,ring,HII,IRAS                 	NED
187.1139167	-24.6367778	1733	2M	12 28 27.34	-24 38 12.4	ESO506-011      	 21.8	11.00	 74	 3278	 0	 	                                  	NED
187.3378750	-23.1666111	1734	2M	12 29 21.09	-23 09 59.8	NGC4462         	 72.0	 8.57	111	 1792	 2	1	Bar,ring,IRAS                     	NED
187.4498750	-54.3635278	1735	2M	12 29 47.97	-54 21 48.7	ESO172-003      	 25.7	10.60	 75	 5976	 3	1	IRAS                              	NED
187.5770417	-49.7332778	1736	2M	12 30 18.49	-49 43 59.8	PGC2801565      	 17.6	10.37	 68	 3716	-2	 	                                  	NED
187.6135833	+18.8098056	1737	2M	12 30 27.26	+18 48 35.3	IC3434          	 16.6	11.82	 64	14486	 3	 	                                  	NED
187.6450833	-23.6002222	1738	2M	12 30 34.82	-23 36 00.8	PGC799176       	 16.1	11.68	103	13386	 1	 	                                  	NED
187.7575417	-55.1375278	1739	2M	12 31 01.81	-55 08 15.1	ESO172-004      	 33.4	11.47	 90	 1714	 9	 	Bar,IRAS                          	NED
187.9280000	+33.5874167	1740	2M	12 31 42.72	+33 35 14.7	UGC07671        	 21.3	11.55	 75	 9329	 4	1	                                  	NED
188.2000000	+37.6217778	1741	2M	12 32 48.00	+37 37 18.4	UGC07699        	 43.3	11.61	 70	  496	 6	 	Bar,KIG534,IRAS                   	NED
188.4125417	-21.6621389	1742	2M	12 33 39.01	-21 39 43.7	ESO574-008      	 27.8	10.65	 82	 6891	 2	 	Pec                               	NED
188.4375417	+52.2547222	1743	2M	12 33 45.01	+52 15 17.0	IC0801          	 22.3	10.31	 62	 6606	 0	 	Vc                                	NED
188.4592500	+77.7114444	1744	2M	12 33 50.22	+77 42 41.2	CGCG352-035     	 18.9	10.98	 65	 8369	 0	1	HII,VIIZw471,IRAS                 	NED
188.6692500	+44.3956111	1745	2M	12 34 40.62	+44 23 44.2	CGCG244-030     	 16.7	11.39	 65	 5798	 1	1	                                  	NED
188.7718333	-58.2123889	1746	2M	12 35 05.24	-58 12 44.6	PGC3074441      	 15.3	11.50	 68	     	 1	 	                                  	NED
188.9622500	-13.0899444	1747	2M	12 35 50.94	-13 05 23.8	MCG-02-32-017   	 27.2	11.05	 96	 4375	 3	1	IRAS                              	NED
189.0005417	+54.2208333	1748	2M	12 36 00.13	+54 13 15.0	NGC4566         	 22.7	10.39	 97	 5351	 3	 	KIG539,Vc                         	NED
189.0338750	+19.3225833	1749	2M	12 36 08.13	+19 19 21.3	NGC4561         	 28.6	11.05	 65	 1407	 8	 	Bar,VV571,IRAS                    	NED
189.3065000	+49.4483333	1750	2M	12 37 13.56	+49 26 54.0	MCG+08-23-069   	 22.3	11.07	 62	 8984	 5	 	Vc                                	NED
189.3075000	-28.4975833	1751	2M	12 37 13.80	-28 29 51.3	2MFGC09938      	 33.8	11.95	 81	 1489	 6	1	                                  	NED
189.3646667	-52.2660556	1752	2M	12 37 27.52	-52 15 57.8	PGC446467       	 25.6	10.67	 65	15622	 3	1	                                  	NED
189.4337500	 -7.4652778	1753	2M	12 37 44.10	-07 27 55.0	2MFGC09941      	 28.5	10.98	 64	 6068	 4	2	                                  	NED
189.7777083	-59.5978056	1754	2M	12 39 06.65	-59 35 52.1	2MFGC09958      	 28.1	10.70	 63	 5174	 2	 	                                  	NED
189.9974167	+61.6091667	1755	2M	12 39 59.38	+61 36 33.0	NGC4605         	101.8	 7.92	160	  148	 5	 	Bar,KIG543,IRAS                   	NED
190.0666250	 -9.2990278	1756	2M	12 40 15.99	-09 17 56.5	MCG-01-32-035   	 26.6	10.80	 81	 6351	 4	2	Bar,IRAS                          	NED
190.2745000	+50.3934444	1757	2M	12 41 05.88	+50 23 36.4	NGC4617         	 50.2	 9.91	 84	 4654	 3	 	KIG545,IRAS                       	NED
190.3337917	+30.1218056	1758	2M	12 41 20.11	+30 07 18.5	CGCG159-056     	 19.4	11.26	 76	 8184	 2	 	Bar,ring,KIG544                   	NED
190.5268750	+32.7608333	1759	2M	12 42 06.45	+32 45 39.0	PGC3794315      	 17.1	11.95	 74	13424	 1	 	                                  	NED
190.6237500	-47.5581389	1760	2M	12 42 29.70	-47 33 29.3	ESO268-033      	 40.4	10.47	106	 5524	 5	1	Bar,IRAS                          	NED
190.7248750	+20.9895833	1761	2M	12 42 53.97	+20 59 22.5	IC3692          	 20.9	10.76	 62	 6542	 1	2	Bar,KIG548                        	NED
190.8324167	+58.9648889	1762	2M	12 43 19.78	+58 57 53.6	NGC4652         	 20.4	11.27	130	12900	 3	 	                                  	NED
190.8372917	-58.4827500	1763	2M	12 43 20.95	-58 28 57.9	PGC3074524      	 15.3	11.76	 74	     	 8	 	                                  	NED
